api_name,api_url,violation_line,violation_path
Platform API,https://api.apis.guru/v2/specs/ably.io/platform/1.1.0/openapi.json,588,/push/channelSubscriptions
Platform API,https://api.apis.guru/v2/specs/ably.io/platform/1.1.0/openapi.json,588,/push/channelSubscriptions
Platform API,https://api.apis.guru/v2/specs/ably.io/platform/1.1.0/openapi.json,588,/push/channelSubscriptions
Platform API,https://api.apis.guru/v2/specs/ably.io/platform/1.1.0/openapi.json,827,/channels
Platform API,https://api.apis.guru/v2/specs/ably.io/platform/1.1.0/openapi.json,827,/channels
Platform API,https://api.apis.guru/v2/specs/ably.io/platform/1.1.0/openapi.json,827,/push/channels
Platform API,https://api.apis.guru/v2/specs/ably.io/platform/1.1.0/openapi.json,827,/push/channels
Platform API,https://api.apis.guru/v2/specs/ably.io/platform/1.1.0/openapi.json,879,/push/deviceRegistrations
Platform API,https://api.apis.guru/v2/specs/ably.io/platform/1.1.0/openapi.json,879,/push/deviceRegistrations
Platform API,https://api.apis.guru/v2/specs/ably.io/platform/1.1.0/openapi.json,879,/push/deviceRegistrations
Platform API,https://api.apis.guru/v2/specs/ably.io/platform/1.1.0/openapi.json,879,/push/deviceRegistrations
Platform API,https://api.apis.guru/v2/specs/ably.io/platform/1.1.0/openapi.json,879,/push/deviceRegistrations
Platform API,https://api.apis.guru/v2/specs/ably.io/platform/1.1.0/openapi.json,879,/push/deviceRegistrations
Platform API,https://api.apis.guru/v2/specs/ably.io/platform/1.1.0/openapi.json,879,/push/deviceRegistrations
Platform API,https://api.apis.guru/v2/specs/ably.io/platform/1.1.0/openapi.json,1031,/push/deviceRegistrations/{device_id}
Platform API,https://api.apis.guru/v2/specs/ably.io/platform/1.1.0/openapi.json,1031,/push/deviceRegistrations/{device_id}
Platform API,https://api.apis.guru/v2/specs/ably.io/platform/1.1.0/openapi.json,1031,/push/deviceRegistrations/{device_id}
Platform API,https://api.apis.guru/v2/specs/ably.io/platform/1.1.0/openapi.json,1031,/push/deviceRegistrations/{device_id}
Platform API,https://api.apis.guru/v2/specs/ably.io/platform/1.1.0/openapi.json,1031,/push/deviceRegistrations/{device_id}
Platform API,https://api.apis.guru/v2/specs/ably.io/platform/1.1.0/openapi.json,1031,/push/deviceRegistrations/{device_id}
Platform API,https://api.apis.guru/v2/specs/ably.io/platform/1.1.0/openapi.json,1031,/push/deviceRegistrations/{device_id}
Platform API,https://api.apis.guru/v2/specs/ably.io/platform/1.1.0/openapi.json,1031,/push/deviceRegistrations/{device_id}
Platform API,https://api.apis.guru/v2/specs/ably.io/platform/1.1.0/openapi.json,1031,/push/deviceRegistrations/{device_id}
Platform API,https://api.apis.guru/v2/specs/ably.io/platform/1.1.0/openapi.json,1214,/push/deviceRegistrations/{device_id}/resetUpdateToken
Platform API,https://api.apis.guru/v2/specs/ably.io/platform/1.1.0/openapi.json,1214,/push/deviceRegistrations/{device_id}/resetUpdateToken
Platform API,https://api.apis.guru/v2/specs/ably.io/platform/1.1.0/openapi.json,1214,/push/deviceRegistrations/{device_id}/resetUpdateToken
Platform API,https://api.apis.guru/v2/specs/ably.io/platform/1.1.0/openapi.json,1214,/push/deviceRegistrations/{device_id}/resetUpdateToken
Platform API,https://api.apis.guru/v2/specs/ably.io/platform/1.1.0/openapi.json,1262,/push/publish
Platform API,https://api.apis.guru/v2/specs/ably.io/platform/1.1.0/openapi.json,1262,/push/publish
Platform API,https://api.apis.guru/v2/specs/ably.io/platform/1.1.0/openapi.json,1262,/push/publish
Platform API,https://api.apis.guru/v2/specs/ably.io/platform/1.1.0/openapi.json,1340,/stats
Platform API,https://api.apis.guru/v2/specs/ably.io/platform/1.1.0/openapi.json,1340,/stats
Platform API,https://api.apis.guru/v2/specs/ably.io/platform/1.1.0/openapi.json,1402,/time
Control API v1,https://api.apis.guru/v2/specs/ably.net/control/1.0.14/openapi.json,0,info.contact.email
Control API v1,https://api.apis.guru/v2/specs/ably.net/control/1.0.14/openapi.json,0,info.contact.name
Control API v1,https://api.apis.guru/v2/specs/ably.net/control/1.0.14/openapi.json,0,info.contact.url
Control API v1,https://api.apis.guru/v2/specs/ably.net/control/1.0.14/openapi.json,485,/apps/{app_id}/keys/{key_id}/revoke
Control API v1,https://api.apis.guru/v2/specs/ably.net/control/1.0.14/openapi.json,1812,/apps/{id}/pkcs12
IP geolocation API,https://api.apis.guru/v2/specs/abstractapi.com/geolocation/1.0.0/openapi.json,0,info.contact
IP geolocation API,https://api.apis.guru/v2/specs/abstractapi.com/geolocation/1.0.0/openapi.json,33,/v1/
IP geolocation API,https://api.apis.guru/v2/specs/abstractapi.com/geolocation/1.0.0/openapi.json,33,/v1/
Adafruit IO REST API,https://api.apis.guru/v2/specs/adafruit.com/2.0.0/swagger.json,0,info.contact
Adafruit IO REST API,https://api.apis.guru/v2/specs/adafruit.com/2.0.0/swagger.json,446,/user
Adafruit IO REST API,https://api.apis.guru/v2/specs/adafruit.com/2.0.0/swagger.json,446,/user
Adafruit IO REST API,https://api.apis.guru/v2/specs/adafruit.com/2.0.0/swagger.json,446,/user
Adafruit IO REST API,https://api.apis.guru/v2/specs/adafruit.com/2.0.0/swagger.json,446,/user
Adafruit IO REST API,https://api.apis.guru/v2/specs/adafruit.com/2.0.0/swagger.json,478,/webhooks/feed/:token
Adafruit IO REST API,https://api.apis.guru/v2/specs/adafruit.com/2.0.0/swagger.json,478,/webhooks/feed/:token
Adafruit IO REST API,https://api.apis.guru/v2/specs/adafruit.com/2.0.0/swagger.json,478,/webhooks/feed/:token
Adafruit IO REST API,https://api.apis.guru/v2/specs/adafruit.com/2.0.0/swagger.json,478,/webhooks/feed/:token
Adafruit IO REST API,https://api.apis.guru/v2/specs/adafruit.com/2.0.0/swagger.json,478,/webhooks/feed/:token
Adafruit IO REST API,https://api.apis.guru/v2/specs/adafruit.com/2.0.0/swagger.json,478,/webhooks/feed/:token
Adafruit IO REST API,https://api.apis.guru/v2/specs/adafruit.com/2.0.0/swagger.json,537,/webhooks/feed/:token/raw
Adafruit IO REST API,https://api.apis.guru/v2/specs/adafruit.com/2.0.0/swagger.json,537,/webhooks/feed/:token/raw
Adafruit IO REST API,https://api.apis.guru/v2/specs/adafruit.com/2.0.0/swagger.json,537,/webhooks/feed/:token/raw
Adafruit IO REST API,https://api.apis.guru/v2/specs/adafruit.com/2.0.0/swagger.json,537,/webhooks/feed/:token/raw
Adafruit IO REST API,https://api.apis.guru/v2/specs/adafruit.com/2.0.0/swagger.json,537,/webhooks/feed/:token/raw
Adafruit IO REST API,https://api.apis.guru/v2/specs/adafruit.com/2.0.0/swagger.json,537,/webhooks/feed/:token/raw
Adafruit IO REST API,https://api.apis.guru/v2/specs/adafruit.com/2.0.0/swagger.json,537,/webhooks/feed/:token/raw
Adafruit IO REST API,https://api.apis.guru/v2/specs/adafruit.com/2.0.0/swagger.json,580,/{username}/activities
Adafruit IO REST API,https://api.apis.guru/v2/specs/adafruit.com/2.0.0/swagger.json,580,/{username}/activities
Adafruit IO REST API,https://api.apis.guru/v2/specs/adafruit.com/2.0.0/swagger.json,580,/{username}/activities
Adafruit IO REST API,https://api.apis.guru/v2/specs/adafruit.com/2.0.0/swagger.json,580,/{username}/activities
Adafruit IO REST API,https://api.apis.guru/v2/specs/adafruit.com/2.0.0/swagger.json,580,/{username}/activities
Adafruit IO REST API,https://api.apis.guru/v2/specs/adafruit.com/2.0.0/swagger.json,580,/{username}/activities
Adafruit IO REST API,https://api.apis.guru/v2/specs/adafruit.com/2.0.0/swagger.json,580,/{username}/activities
Adafruit IO REST API,https://api.apis.guru/v2/specs/adafruit.com/2.0.0/swagger.json,580,/{username}/activities
Adafruit IO REST API,https://api.apis.guru/v2/specs/adafruit.com/2.0.0/swagger.json,580,/{username}/activities
Adafruit IO REST API,https://api.apis.guru/v2/specs/adafruit.com/2.0.0/swagger.json,580,/{username}/activities
Adafruit IO REST API,https://api.apis.guru/v2/specs/adafruit.com/2.0.0/swagger.json,679,/{username}/activities/{type}
Adafruit IO REST API,https://api.apis.guru/v2/specs/adafruit.com/2.0.0/swagger.json,679,/{username}/activities/{type}
Adafruit IO REST API,https://api.apis.guru/v2/specs/adafruit.com/2.0.0/swagger.json,679,/{username}/activities/{type}
Adafruit IO REST API,https://api.apis.guru/v2/specs/adafruit.com/2.0.0/swagger.json,679,/{username}/activities/{type}
Adafruit IO REST API,https://api.apis.guru/v2/specs/adafruit.com/2.0.0/swagger.json,731,/{username}/dashboards
Adafruit IO REST API,https://api.apis.guru/v2/specs/adafruit.com/2.0.0/swagger.json,731,/{username}/dashboards
Adafruit IO REST API,https://api.apis.guru/v2/specs/adafruit.com/2.0.0/swagger.json,731,/{username}/dashboards
Adafruit IO REST API,https://api.apis.guru/v2/specs/adafruit.com/2.0.0/swagger.json,731,/{username}/dashboards
Adafruit IO REST API,https://api.apis.guru/v2/specs/adafruit.com/2.0.0/swagger.json,731,/{username}/dashboards
Adafruit IO REST API,https://api.apis.guru/v2/specs/adafruit.com/2.0.0/swagger.json,731,/{username}/dashboards
Adafruit IO REST API,https://api.apis.guru/v2/specs/adafruit.com/2.0.0/swagger.json,731,/{username}/dashboards
Adafruit IO REST API,https://api.apis.guru/v2/specs/adafruit.com/2.0.0/swagger.json,731,/{username}/dashboards
Adafruit IO REST API,https://api.apis.guru/v2/specs/adafruit.com/2.0.0/swagger.json,813,/{username}/dashboards/{dashboard_id}/blocks
Adafruit IO REST API,https://api.apis.guru/v2/specs/adafruit.com/2.0.0/swagger.json,813,/{username}/dashboards/{dashboard_id}/blocks
Adafruit IO REST API,https://api.apis.guru/v2/specs/adafruit.com/2.0.0/swagger.json,813,/{username}/dashboards/{dashboard_id}/blocks
Adafruit IO REST API,https://api.apis.guru/v2/specs/adafruit.com/2.0.0/swagger.json,813,/{username}/dashboards/{dashboard_id}/blocks
Adafruit IO REST API,https://api.apis.guru/v2/specs/adafruit.com/2.0.0/swagger.json,813,/{username}/dashboards/{dashboard_id}/blocks
Adafruit IO REST API,https://api.apis.guru/v2/specs/adafruit.com/2.0.0/swagger.json,813,/{username}/dashboards/{dashboard_id}/blocks
Adafruit IO REST API,https://api.apis.guru/v2/specs/adafruit.com/2.0.0/swagger.json,813,/{username}/dashboards/{dashboard_id}/blocks
Adafruit IO REST API,https://api.apis.guru/v2/specs/adafruit.com/2.0.0/swagger.json,813,/{username}/dashboards/{dashboard_id}/blocks
Adafruit IO REST API,https://api.apis.guru/v2/specs/adafruit.com/2.0.0/swagger.json,901,/{username}/dashboards/{dashboard_id}/blocks/{id}
Adafruit IO REST API,https://api.apis.guru/v2/specs/adafruit.com/2.0.0/swagger.json,901,/{username}/dashboards/{dashboard_id}/blocks/{id}
Adafruit IO REST API,https://api.apis.guru/v2/specs/adafruit.com/2.0.0/swagger.json,901,/{username}/dashboards/{dashboard_id}/blocks/{id}
Adafruit IO REST API,https://api.apis.guru/v2/specs/adafruit.com/2.0.0/swagger.json,901,/{username}/dashboards/{dashboard_id}/blocks/{id}
Adafruit IO REST API,https://api.apis.guru/v2/specs/adafruit.com/2.0.0/swagger.json,901,/{username}/dashboards/{dashboard_id}/blocks/{id}
Adafruit IO REST API,https://api.apis.guru/v2/specs/adafruit.com/2.0.0/swagger.json,901,/{username}/dashboards/{dashboard_id}/blocks/{id}
Adafruit IO REST API,https://api.apis.guru/v2/specs/adafruit.com/2.0.0/swagger.json,901,/{username}/dashboards/{dashboard_id}/blocks/{id}
Adafruit IO REST API,https://api.apis.guru/v2/specs/adafruit.com/2.0.0/swagger.json,901,/{username}/dashboards/{dashboard_id}/blocks/{id}
Adafruit IO REST API,https://api.apis.guru/v2/specs/adafruit.com/2.0.0/swagger.json,901,/{username}/dashboards/{dashboard_id}/blocks/{id}
Adafruit IO REST API,https://api.apis.guru/v2/specs/adafruit.com/2.0.0/swagger.json,901,/{username}/dashboards/{dashboard_id}/blocks/{id}
Adafruit IO REST API,https://api.apis.guru/v2/specs/adafruit.com/2.0.0/swagger.json,901,/{username}/dashboards/{dashboard_id}/blocks/{id}
Adafruit IO REST API,https://api.apis.guru/v2/specs/adafruit.com/2.0.0/swagger.json,901,/{username}/dashboards/{dashboard_id}/blocks/{id}
Adafruit IO REST API,https://api.apis.guru/v2/specs/adafruit.com/2.0.0/swagger.json,901,/{username}/dashboards/{dashboard_id}/blocks/{id}
Adafruit IO REST API,https://api.apis.guru/v2/specs/adafruit.com/2.0.0/swagger.json,901,/{username}/dashboards/{dashboard_id}/blocks/{id}
Adafruit IO REST API,https://api.apis.guru/v2/specs/adafruit.com/2.0.0/swagger.json,901,/{username}/dashboards/{dashboard_id}/blocks/{id}
Adafruit IO REST API,https://api.apis.guru/v2/specs/adafruit.com/2.0.0/swagger.json,901,/{username}/dashboards/{dashboard_id}/blocks/{id}
Adafruit IO REST API,https://api.apis.guru/v2/specs/adafruit.com/2.0.0/swagger.json,1081,/{username}/dashboards/{id}
Adafruit IO REST API,https://api.apis.guru/v2/specs/adafruit.com/2.0.0/swagger.json,1081,/{username}/dashboards/{id}
Adafruit IO REST API,https://api.apis.guru/v2/specs/adafruit.com/2.0.0/swagger.json,1081,/{username}/dashboards/{id}
Adafruit IO REST API,https://api.apis.guru/v2/specs/adafruit.com/2.0.0/swagger.json,1081,/{username}/dashboards/{id}
Adafruit IO REST API,https://api.apis.guru/v2/specs/adafruit.com/2.0.0/swagger.json,1081,/{username}/dashboards/{id}
Adafruit IO REST API,https://api.apis.guru/v2/specs/adafruit.com/2.0.0/swagger.json,1081,/{username}/dashboards/{id}
Adafruit IO REST API,https://api.apis.guru/v2/specs/adafruit.com/2.0.0/swagger.json,1081,/{username}/dashboards/{id}
Adafruit IO REST API,https://api.apis.guru/v2/specs/adafruit.com/2.0.0/swagger.json,1081,/{username}/dashboards/{id}
Adafruit IO REST API,https://api.apis.guru/v2/specs/adafruit.com/2.0.0/swagger.json,1081,/{username}/dashboards/{id}
Adafruit IO REST API,https://api.apis.guru/v2/specs/adafruit.com/2.0.0/swagger.json,1081,/{username}/dashboards/{id}
Adafruit IO REST API,https://api.apis.guru/v2/specs/adafruit.com/2.0.0/swagger.json,1081,/{username}/dashboards/{id}
Adafruit IO REST API,https://api.apis.guru/v2/specs/adafruit.com/2.0.0/swagger.json,1081,/{username}/dashboards/{id}
Adafruit IO REST API,https://api.apis.guru/v2/specs/adafruit.com/2.0.0/swagger.json,1081,/{username}/dashboards/{id}
Adafruit IO REST API,https://api.apis.guru/v2/specs/adafruit.com/2.0.0/swagger.json,1081,/{username}/dashboards/{id}
Adafruit IO REST API,https://api.apis.guru/v2/specs/adafruit.com/2.0.0/swagger.json,1081,/{username}/dashboards/{id}
Adafruit IO REST API,https://api.apis.guru/v2/specs/adafruit.com/2.0.0/swagger.json,1081,/{username}/dashboards/{id}
Adafruit IO REST API,https://api.apis.guru/v2/specs/adafruit.com/2.0.0/swagger.json,1249,/{username}/feeds
Adafruit IO REST API,https://api.apis.guru/v2/specs/adafruit.com/2.0.0/swagger.json,1249,/{username}/feeds
Adafruit IO REST API,https://api.apis.guru/v2/specs/adafruit.com/2.0.0/swagger.json,1249,/{username}/feeds
Adafruit IO REST API,https://api.apis.guru/v2/specs/adafruit.com/2.0.0/swagger.json,1249,/{username}/feeds
Adafruit IO REST API,https://api.apis.guru/v2/specs/adafruit.com/2.0.0/swagger.json,1249,/{username}/feeds
Adafruit IO REST API,https://api.apis.guru/v2/specs/adafruit.com/2.0.0/swagger.json,1249,/{username}/feeds
Adafruit IO REST API,https://api.apis.guru/v2/specs/adafruit.com/2.0.0/swagger.json,1249,/{username}/feeds
Adafruit IO REST API,https://api.apis.guru/v2/specs/adafruit.com/2.0.0/swagger.json,1249,/{username}/feeds
Adafruit IO REST API,https://api.apis.guru/v2/specs/adafruit.com/2.0.0/swagger.json,1334,/{username}/feeds/{feed_key}
Adafruit IO REST API,https://api.apis.guru/v2/specs/adafruit.com/2.0.0/swagger.json,1334,/{username}/feeds/{feed_key}
Adafruit IO REST API,https://api.apis.guru/v2/specs/adafruit.com/2.0.0/swagger.json,1334,/{username}/feeds/{feed_key}
Adafruit IO REST API,https://api.apis.guru/v2/specs/adafruit.com/2.0.0/swagger.json,1334,/{username}/feeds/{feed_key}
Adafruit IO REST API,https://api.apis.guru/v2/specs/adafruit.com/2.0.0/swagger.json,1334,/{username}/feeds/{feed_key}
Adafruit IO REST API,https://api.apis.guru/v2/specs/adafruit.com/2.0.0/swagger.json,1334,/{username}/feeds/{feed_key}
Adafruit IO REST API,https://api.apis.guru/v2/specs/adafruit.com/2.0.0/swagger.json,1334,/{username}/feeds/{feed_key}
Adafruit IO REST API,https://api.apis.guru/v2/specs/adafruit.com/2.0.0/swagger.json,1334,/{username}/feeds/{feed_key}
Adafruit IO REST API,https://api.apis.guru/v2/specs/adafruit.com/2.0.0/swagger.json,1334,/{username}/feeds/{feed_key}
Adafruit IO REST API,https://api.apis.guru/v2/specs/adafruit.com/2.0.0/swagger.json,1334,/{username}/feeds/{feed_key}
Adafruit IO REST API,https://api.apis.guru/v2/specs/adafruit.com/2.0.0/swagger.json,1334,/{username}/feeds/{feed_key}
Adafruit IO REST API,https://api.apis.guru/v2/specs/adafruit.com/2.0.0/swagger.json,1334,/{username}/feeds/{feed_key}
Adafruit IO REST API,https://api.apis.guru/v2/specs/adafruit.com/2.0.0/swagger.json,1334,/{username}/feeds/{feed_key}
Adafruit IO REST API,https://api.apis.guru/v2/specs/adafruit.com/2.0.0/swagger.json,1334,/{username}/feeds/{feed_key}
Adafruit IO REST API,https://api.apis.guru/v2/specs/adafruit.com/2.0.0/swagger.json,1334,/{username}/feeds/{feed_key}
Adafruit IO REST API,https://api.apis.guru/v2/specs/adafruit.com/2.0.0/swagger.json,1334,/{username}/feeds/{feed_key}
Adafruit IO REST API,https://api.apis.guru/v2/specs/adafruit.com/2.0.0/swagger.json,1334,/{username}/feeds/{feed_key}
Adafruit IO REST API,https://api.apis.guru/v2/specs/adafruit.com/2.0.0/swagger.json,1499,/{username}/feeds/{feed_key}/data
Adafruit IO REST API,https://api.apis.guru/v2/specs/adafruit.com/2.0.0/swagger.json,1499,/{username}/feeds/{feed_key}/data
Adafruit IO REST API,https://api.apis.guru/v2/specs/adafruit.com/2.0.0/swagger.json,1499,/{username}/feeds/{feed_key}/data
Adafruit IO REST API,https://api.apis.guru/v2/specs/adafruit.com/2.0.0/swagger.json,1499,/{username}/feeds/{feed_key}/data
Adafruit IO REST API,https://api.apis.guru/v2/specs/adafruit.com/2.0.0/swagger.json,1499,/{username}/feeds/{feed_key}/data
Adafruit IO REST API,https://api.apis.guru/v2/specs/adafruit.com/2.0.0/swagger.json,1499,/{username}/feeds/{feed_key}/data
Adafruit IO REST API,https://api.apis.guru/v2/specs/adafruit.com/2.0.0/swagger.json,1499,/{username}/feeds/{feed_key}/data
Adafruit IO REST API,https://api.apis.guru/v2/specs/adafruit.com/2.0.0/swagger.json,1499,/{username}/feeds/{feed_key}/data
Adafruit IO REST API,https://api.apis.guru/v2/specs/adafruit.com/2.0.0/swagger.json,1627,/{username}/feeds/{feed_key}/data/batch
Adafruit IO REST API,https://api.apis.guru/v2/specs/adafruit.com/2.0.0/swagger.json,1627,/{username}/feeds/{feed_key}/data/batch
Adafruit IO REST API,https://api.apis.guru/v2/specs/adafruit.com/2.0.0/swagger.json,1627,/{username}/feeds/{feed_key}/data/batch
Adafruit IO REST API,https://api.apis.guru/v2/specs/adafruit.com/2.0.0/swagger.json,1627,/{username}/feeds/{feed_key}/data/batch
Adafruit IO REST API,https://api.apis.guru/v2/specs/adafruit.com/2.0.0/swagger.json,1676,/{username}/feeds/{feed_key}/data/chart
Adafruit IO REST API,https://api.apis.guru/v2/specs/adafruit.com/2.0.0/swagger.json,1676,/{username}/feeds/{feed_key}/data/chart
Adafruit IO REST API,https://api.apis.guru/v2/specs/adafruit.com/2.0.0/swagger.json,1676,/{username}/feeds/{feed_key}/data/chart
Adafruit IO REST API,https://api.apis.guru/v2/specs/adafruit.com/2.0.0/swagger.json,1676,/{username}/feeds/{feed_key}/data/chart
Adafruit IO REST API,https://api.apis.guru/v2/specs/adafruit.com/2.0.0/swagger.json,1773,/{username}/feeds/{feed_key}/data/first
Adafruit IO REST API,https://api.apis.guru/v2/specs/adafruit.com/2.0.0/swagger.json,1773,/{username}/feeds/{feed_key}/data/first
Adafruit IO REST API,https://api.apis.guru/v2/specs/adafruit.com/2.0.0/swagger.json,1773,/{username}/feeds/{feed_key}/data/first
Adafruit IO REST API,https://api.apis.guru/v2/specs/adafruit.com/2.0.0/swagger.json,1773,/{username}/feeds/{feed_key}/data/first
Adafruit IO REST API,https://api.apis.guru/v2/specs/adafruit.com/2.0.0/swagger.json,1773,/{username}/feeds/{feed_key}/data/first
Adafruit IO REST API,https://api.apis.guru/v2/specs/adafruit.com/2.0.0/swagger.json,1820,/{username}/feeds/{feed_key}/data/last
Adafruit IO REST API,https://api.apis.guru/v2/specs/adafruit.com/2.0.0/swagger.json,1820,/{username}/feeds/{feed_key}/data/last
Adafruit IO REST API,https://api.apis.guru/v2/specs/adafruit.com/2.0.0/swagger.json,1820,/{username}/feeds/{feed_key}/data/last
Adafruit IO REST API,https://api.apis.guru/v2/specs/adafruit.com/2.0.0/swagger.json,1820,/{username}/feeds/{feed_key}/data/last
Adafruit IO REST API,https://api.apis.guru/v2/specs/adafruit.com/2.0.0/swagger.json,1820,/{username}/feeds/{feed_key}/data/last
Adafruit IO REST API,https://api.apis.guru/v2/specs/adafruit.com/2.0.0/swagger.json,1867,/{username}/feeds/{feed_key}/data/next
Adafruit IO REST API,https://api.apis.guru/v2/specs/adafruit.com/2.0.0/swagger.json,1867,/{username}/feeds/{feed_key}/data/next
Adafruit IO REST API,https://api.apis.guru/v2/specs/adafruit.com/2.0.0/swagger.json,1867,/{username}/feeds/{feed_key}/data/next
Adafruit IO REST API,https://api.apis.guru/v2/specs/adafruit.com/2.0.0/swagger.json,1867,/{username}/feeds/{feed_key}/data/next
Adafruit IO REST API,https://api.apis.guru/v2/specs/adafruit.com/2.0.0/swagger.json,1867,/{username}/feeds/{feed_key}/data/next
Adafruit IO REST API,https://api.apis.guru/v2/specs/adafruit.com/2.0.0/swagger.json,1914,/{username}/feeds/{feed_key}/data/previous
Adafruit IO REST API,https://api.apis.guru/v2/specs/adafruit.com/2.0.0/swagger.json,1914,/{username}/feeds/{feed_key}/data/previous
Adafruit IO REST API,https://api.apis.guru/v2/specs/adafruit.com/2.0.0/swagger.json,1914,/{username}/feeds/{feed_key}/data/previous
Adafruit IO REST API,https://api.apis.guru/v2/specs/adafruit.com/2.0.0/swagger.json,1914,/{username}/feeds/{feed_key}/data/previous
Adafruit IO REST API,https://api.apis.guru/v2/specs/adafruit.com/2.0.0/swagger.json,1914,/{username}/feeds/{feed_key}/data/previous
Adafruit IO REST API,https://api.apis.guru/v2/specs/adafruit.com/2.0.0/swagger.json,1961,/{username}/feeds/{feed_key}/data/retain
Adafruit IO REST API,https://api.apis.guru/v2/specs/adafruit.com/2.0.0/swagger.json,1961,/{username}/feeds/{feed_key}/data/retain
Adafruit IO REST API,https://api.apis.guru/v2/specs/adafruit.com/2.0.0/swagger.json,1961,/{username}/feeds/{feed_key}/data/retain
Adafruit IO REST API,https://api.apis.guru/v2/specs/adafruit.com/2.0.0/swagger.json,1961,/{username}/feeds/{feed_key}/data/retain
Adafruit IO REST API,https://api.apis.guru/v2/specs/adafruit.com/2.0.0/swagger.json,1961,/{username}/feeds/{feed_key}/data/retain
Adafruit IO REST API,https://api.apis.guru/v2/specs/adafruit.com/2.0.0/swagger.json,2008,/{username}/feeds/{feed_key}/data/{id}
Adafruit IO REST API,https://api.apis.guru/v2/specs/adafruit.com/2.0.0/swagger.json,2008,/{username}/feeds/{feed_key}/data/{id}
